Order ID,Event Date,Publisher Name,Website Name,Action Name,Action Type,Status,Sale Amount (USD),Corrected Amount (USD),Order Discount (USD),Advertiser Commission (USD),Publisher Commission (USD),CJ Fee (USD),Operating System,Device Name,Browser,Is Tablet,Model,Ad ID,Coupon,Click Referring URL
300092809,3/29/2015 15:34,Coupons.com Incorporated,coupons.com,SkincareByAlana.com Purchase - Existing Customer,Advanced Sale,New,59,0,0,-2.301,1.77,0.531,iOS,iPad,Safari,TRUE,iPad,12085311,DMGSHH,http://www.coupons.com/coupon-codes/skincare-by-alana/?cid=585384_2&pos=10&ver=alertsignup&utm_expid
300092808,3/29/2015 15:29,Coupons.com Incorporated,coupons.com,SkincareByAlana.com Purchase - Existing Customer,Advanced Sale,Extended,73.8,0,8.2,-2.878,2.214,0.664,iOS,iPad,Safari,TRUE,iPad,12085311,SAVE10CJ,http://www.coupons.com/coupon-codes/skincare-by-alana/?cid=585384_2&pos=10&ver=alertsignup&utm_expid
300092808,3/29/2015 15:29,Coupons.com Incorporated,coupons.com,Skincare By Alana purchase,Advanced Sale,New,73.8,0,8.2,-2.878,2.214,0.664,iOS,iPad,Safari,TRUE,iPad,12085311,SAVE10CJ,http://www.coupons.com/coupon-codes/skincare-by-alana/?cid=585384_2&pos=10&ver=alertsignup&utm_expid
300092781,3/29/2015 8:48,Skimlinks,ustart.org,Skincare By Alana purchase,Advanced Sale,Extended,166,0,0,-21.58,16.6,4.98,OS X,Desktop,Safari,FALSE,Desktop,12119258,,http://www.ustart.org/
300092781,3/29/2015 8:48,Skimlinks,ustart.org,SkincareByAlana.com Purchase - Existing Customer,Advanced Sale,New,166,0,0,-6.474,4.98,1.494,OS X,Desktop,Safari,FALSE,Desktop,12119258,,http://www.ustart.org/
300092766,3/28/2015 20:49,Coupons.com Incorporated,coupons.com,SkincareByAlana.com Purchase - New Customer,Advanced Sale,New,40.5,0,4.5,-1.58,1.215,0.365,iPhone OS,iPhone,Safari,FALSE,iPhone,12085311,SAVE10CJ,http://www.coupons.com/coupon-codes/skincare-by-alana/
300092766,3/28/2015 20:49,Coupons.com Incorporated,coupons.com,Skincare By Alana purchase,Advanced Sale,Extended,40.5,0,4.5,-1.58,1.215,0.365,iPhone OS,iPhone,Safari,FALSE,iPhone,12085311,SAVE10CJ,http://www.coupons.com/coupon-codes/skincare-by-alana/
300092758,3/28/2015 18:50,WhaleShark Media: RetailMeNot.com,RetailMeNot,SkincareByAlana.com Purchase - New Customer,Advanced Sale,New,75.6,0,8.4,-2.948,2.268,0.68,iPhone OS,iPhone,Safari,FALSE,iPhone,12085311,SAVE10CJ,http://m.retailmenot.com/view/skincarebyalana.com
300092758,3/28/2015 18:50,WhaleShark Media: RetailMeNot.com,RetailMeNot,Skincare By Alana purchase,Advanced Sale,Extended,75.6,0,8.4,-2.948,2.268,0.68,iPhone OS,iPhone,Safari,FALSE,iPhone,12085311,SAVE10CJ,http://m.retailmenot.com/view/skincarebyalana.com
300092731,3/28/2015 12:40,VigLink,Subaffiliate Placeholder,Skincare By Alana purchase,Advanced Sale,Extended,140.4,0,15.6,-18.252,14.04,4.212,Windows,MomoDesign Touch,Access Netfront,FALSE,MD Touch,10833043,SAVE10CJ,http://www.couponsofa.com/coupons/rhonda-allison
300092731,3/28/2015 12:40,VigLink,Subaffiliate Placeholder,SkincareByAlana.com Purchase - New Customer,Advanced Sale,New,140.4,0,15.6,-21.902,16.848,5.054,Windows,MomoDesign Touch,Access Netfront,FALSE,MD Touch,10833043,SAVE10CJ,http://www.couponsofa.com/coupons/rhonda-allison
300092693,3/28/2015 4:14,Coupons.com Incorporated,coupons.com,Skincare By Alana purchase,Advanced Sale,New,41.65,0,7.35,-1.625,1.25,0.375,Windows,Desktop,Chrome,FALSE,Desktop,11189516,BLGLVE,http://www.coupons.com/coupon-codes/skincare-by-alana/?cid=578436_2&pos=1&ccti=11ff9a115ffa4085b2754
300092693,3/28/2015 4:14,Coupons.com Incorporated,coupons.com,SkincareByAlana.com Purchase - Existing Customer,Advanced Sale,Extended,41.65,0,7.35,-1.625,1.25,0.375,Windows,Desktop,Chrome,FALSE,Desktop,11189516,BLGLVE,http://www.coupons.com/coupon-codes/skincare-by-alana/?cid=578436_2&pos=1&ccti=11ff9a115ffa4085b2754
300092692,3/28/2015 3:54,WhaleShark Media: RetailMeNot.com,RetailMeNot,SkincareByAlana.com Purchase - New Customer,Advanced Sale,New,89.1,0,9.9,-3.475,2.673,0.802,iOS,iPad,Safari,TRUE,iPad,12085311,SAVE10CJ,http://www.retailmenot.com/view/skincarebyalana.com
300092692,3/28/2015 3:54,WhaleShark Media: RetailMeNot.com,RetailMeNot,Skincare By Alana purchase,Advanced Sale,Extended,89.1,0,9.9,-3.475,2.673,0.802,iOS,iPad,Safari,TRUE,iPad,12085311,SAVE10CJ,http://www.retailmenot.com/view/skincarebyalana.com
300092691,3/28/2015 3:07,Coupons.com Incorporated,coupons.com,SkincareByAlana.com Purchase - New Customer,Advanced Sale,Extended,17.64,0,1.96,-0.829,0.529,0.3,Windows 7,,Mozilla,,,12085311,SAVE10CJ,http://www.coupons.com/coupon-codes/skincare-by-alana/?utm_expid=87900937-11.0Ha6YdkUTNiUxHO1p8Ce1Q.
300092691,3/28/2015 3:07,Coupons.com Incorporated,coupons.com,Skincare By Alana purchase,Advanced Sale,New,17.64,0,1.96,-0.829,0.529,0.3,Windows 7,,Mozilla,,,12085311,SAVE10CJ,http://www.coupons.com/coupon-codes/skincare-by-alana/?utm_expid=87900937-11.0Ha6YdkUTNiUxHO1p8Ce1Q.
300092681,3/27/2015 18:32,"Ebates Performance Marketing, Inc.",Ebates.com,SkincareByAlana.com Purchase - Existing Customer,Advanced Sale,New,32,0,8,-4.992,3.84,1.152,OS X,Desktop,Chrome,FALSE,Desktop,11600828,PMDSAVE2,http://www.ebates.com/shopping/ticket/skincarebyalana_12408-xfas?AutoLoginID=fsJ%2F8D3EiNv4%2FTS4Pqb
300092681,3/27/2015 18:32,"Ebates Performance Marketing, Inc.",Ebates.com,Skincare By Alana purchase,Advanced Sale,Extended,32,0,8,-4.992,3.84,1.152,OS X,Desktop,Chrome,FALSE,Desktop,11600828,PMDSAVE2,http://www.ebates.com/shopping/ticket/skincarebyalana_12408-xfas?AutoLoginID=fsJ%2F8D3EiNv4%2FTS4Pqb
300092676,3/27/2015 17:42,PayPal Inc,PayPal Shopping,SkincareByAlana.com Purchase - New Customer,Advanced Sale,New,15,0,0,-2.34,1.8,0.54,iOS,iPad,Safari,TRUE,iPad,10950963,,
300092676,3/27/2015 17:42,PayPal Inc,PayPal Shopping,Skincare By Alana purchase,Advanced Sale,Extended,15,0,0,-1.95,1.5,0.45,iOS,iPad,Safari,TRUE,iPad,10950963,,
300092643,3/27/2015 11:41,"Ebates Performance Marketing, Inc.",Ebates.com,Skincare By Alana purchase,Advanced Sale,New,44.62,0,14.88,-6.96,5.354,1.606,Windows 7,Desktop,Chrome,FALSE,Desktop,11600828,GLMN25,http://www.ebates.com/shopping/ticket/skincarebyalana_12408-xfas?AutoLoginID=U0nNuAck9AdSXZp28Eg9Jw%
300092643,3/27/2015 11:41,"Ebates Performance Marketing, Inc.",Ebates.com,SkincareByAlana.com Purchase - Existing Customer,Advanced Sale,Extended,44.62,0,14.88,-6.96,5.354,1.606,Windows 7,Desktop,Chrome,FALSE,Desktop,11600828,GLMN25,http://www.ebates.com/shopping/ticket/skincarebyalana_12408-xfas?AutoLoginID=U0nNuAck9AdSXZp28Eg9Jw%
300092642,3/27/2015 11:29,Coupons.com Incorporated,coupons.com,SkincareByAlana.com Purchase - Existing Customer,Advanced Sale,Extended,58,0,0,-2.262,1.74,0.522,Windows 7,Desktop,IE,FALSE,Desktop,12085311,,http://www.coupons.com/coupon-codes/skincare-by-alana/
300092642,3/27/2015 11:29,Coupons.com Incorporated,coupons.com,Skincare By Alana purchase,Advanced Sale,New,58,0,0,-2.262,1.74,0.522,Windows 7,Desktop,IE,FALSE,Desktop,12085311,,http://www.coupons.com/coupon-codes/skincare-by-alana/
300092638,3/27/2015 10:58,Coupons.com Incorporated,coupons.com,SkincareByAlana.com Purchase - Existing Customer,Advanced Sale,Extended,42.95,0,0,-1.675,1.289,0.386,Windows 7,Desktop,IE,FALSE,Desktop,12085311,,http://www.coupons.com/coupon-codes/skincare-by-alana/?utm_expid=87900937-11.0Ha6YdkUTNiUxHO1p8Ce1Q.
300092638,3/27/2015 10:58,Coupons.com Incorporated,coupons.com,Skincare By Alana purchase,Advanced Sale,New,42.95,0,0,-1.675,1.289,0.386,Windows 7,Desktop,IE,FALSE,Desktop,12085311,,http://www.coupons.com/coupon-codes/skincare-by-alana/?utm_expid=87900937-11.0Ha6YdkUTNiUxHO1p8Ce1Q.
300092622,3/27/2015 7:47,"Ebates Performance Marketing, Inc.",Ebates.com,Skincare By Alana purchase,Advanced Sale,Extended,150.45,0,26.55,-23.47,18.054,5.416,OS X,Desktop,Safari,FALSE,Desktop,11600828,ALSAVE15,http://www.ebates.com/shopping/ticket/skincarebyalana_12408-xfas?AutoLoginID=VAhpxW1byvNQSLCZaFxM9g%
300092622,3/27/2015 7:47,"Ebates Performance Marketing, Inc.",Ebates.com,SkincareByAlana.com Purchase - New Customer,Advanced Sale,New,150.45,0,26.55,-23.47,18.054,5.416,OS X,Desktop,Safari,FALSE,Desktop,11600828,ALSAVE15,http://www.ebates.com/shopping/ticket/skincarebyalana_12408-xfas?AutoLoginID=VAhpxW1byvNQSLCZaFxM9g%
300092619,3/27/2015 7:31,CouponCabin,CouponCabin,SkincareByAlana.com Purchase - New Customer,Advanced Sale,New,24.57,0,2.73,-3.832,2.948,0.884,OS X 10.6 Snow Leopard,Desktop,Chrome,FALSE,Desktop,12119230,SAVE10CJ,
300092619,3/27/2015 7:31,CouponCabin,CouponCabin,Skincare By Alana purchase,Advanced Sale,Extended,24.57,0,2.73,-3.832,2.948,0.884,OS X 10.6 Snow Leopard,Desktop,Chrome,FALSE,Desktop,12119230,SAVE10CJ,
300092612,3/27/2015 5:50,Shopathome.com,shopathome,SkincareByAlana.com Purchase - New Customer,Advanced Sale,New,8.5,0,0,-1.326,1.02,0.306,Windows 7,,Mozilla,,,10833028,,
300092612,3/27/2015 5:50,Shopathome.com,shopathome,Skincare By Alana purchase,Advanced Sale,Extended,8.5,0,0,-1.15,0.85,0.3,Windows 7,,Mozilla,,,10833028,,
300092609,3/27/2015 5:17,Coupons.com Incorporated,coupons.com,SkincareByAlana.com Purchase - Existing Customer,Advanced Sale,Extended,18,0,2,-0.84,0.54,0.3,Windows XP,Desktop,Chrome,FALSE,Desktop,12085311,SAVE10CJ,http://www.coupons.com/coupon-codes/skincare-by-alana/?ver=alertsignup&utm_expid=87900937-11.0Ha6Ydk
300092609,3/27/2015 5:17,Coupons.com Incorporated,coupons.com,Skincare By Alana purchase,Advanced Sale,New,18,0,2,-0.84,0.54,0.3,Windows XP,Desktop,Chrome,FALSE,Desktop,12085311,SAVE10CJ,http://www.coupons.com/coupon-codes/skincare-by-alana/?ver=alertsignup&utm_expid=87900937-11.0Ha6Ydk
300092607,3/26/2015 23:22,Coupons.com Incorporated,coupons.com,Skincare By Alana purchase,Advanced Sale,New,36,0,4,-1.404,1.08,0.324,Windows 7,Desktop,IE,FALSE,Desktop,12085311,SAVE10CJ,http://www.coupons.com/coupon-codes/skincare-by-alana/?cid=578436_2&pos=1&utm_expid=87900937-11.0Ha6
300092607,3/26/2015 23:22,Coupons.com Incorporated,coupons.com,SkincareByAlana.com Purchase - Existing Customer,Advanced Sale,Extended,36,0,4,-1.404,1.08,0.324,Windows 7,Desktop,IE,FALSE,Desktop,12085311,SAVE10CJ,http://www.coupons.com/coupon-codes/skincare-by-alana/?cid=578436_2&pos=1&utm_expid=87900937-11.0Ha6
300092566,3/26/2015 12:34,"Ebates Performance Marketing, Inc.",Ebates.com,Skincare By Alana purchase,Advanced Sale,Extended,32,0,0,-4.992,3.84,1.152,Windows,Desktop,Chrome,FALSE,Desktop,11600828,,http://www.ebates.com/shopping/ticket/skincarebyalana_12408-xfas?AutoLoginID=R3Ma9kbsLnwkpKtp6QqK2A%
300092566,3/26/2015 12:34,"Ebates Performance Marketing, Inc.",Ebates.com,SkincareByAlana.com Purchase - Existing Customer,Advanced Sale,New,32,0,0,-4.992,3.84,1.152,Windows,Desktop,Chrome,FALSE,Desktop,11600828,,http://www.ebates.com/shopping/ticket/skincarebyalana_12408-xfas?AutoLoginID=R3Ma9kbsLnwkpKtp6QqK2A%
300092564,3/26/2015 12:23,WhaleShark Media: RetailMeNot.com,RetailMeNot,SkincareByAlana.com Purchase - Existing Customer,Advanced Sale,Extended,39.6,0,4.4,-1.544,1.188,0.356,Chromium OS,Desktop,Chrome,FALSE,Desktop,12085311,SAVE10CJ,http://www.retailmenot.com/view/skincarebyalana.com
300092564,3/26/2015 12:23,WhaleShark Media: RetailMeNot.com,RetailMeNot,Skincare By Alana purchase,Advanced Sale,New,39.6,0,4.4,-1.544,1.188,0.356,Chromium OS,Desktop,Chrome,FALSE,Desktop,12085311,SAVE10CJ,http://www.retailmenot.com/view/skincarebyalana.com
300092535,3/26/2015 9:21,"Ebates Performance Marketing, Inc.",Ebates.com,Skincare By Alana purchase,Advanced Sale,New,113.85,0,12.65,-17.761,13.662,4.099,OS X,Desktop,Safari,FALSE,Desktop,12085311,SAVE10CJ,http://www.ebates.com/skincarebyalana_12408-xfas?special=11312787&navigation_id=22622&sourceName=Web
300092535,3/26/2015 9:21,"Ebates Performance Marketing, Inc.",Ebates.com,SkincareByAlana.com Purchase - New Customer,Advanced Sale,Extended,113.85,0,12.65,-17.761,13.662,4.099,OS X,Desktop,Safari,FALSE,Desktop,12085311,SAVE10CJ,http://www.ebates.com/skincarebyalana_12408-xfas?special=11312787&navigation_id=22622&sourceName=Web
300092526,3/26/2015 7:43,LoyaltyOne - AIR MILES Reward Program,Airmilesshops.ca,Skincare By Alana purchase,Advanced Sale,Extended,26.82,0,0,-4.183,3.218,0.965,Windows 7,Desktop,Firefox,FALSE,Desktop,12119230,,http://www.airmilesshops.ca/shops/airmilesshops/Store?RetailerID=1120772620603&RefererPage=AMS_Store
300092526,3/26/2015 7:43,LoyaltyOne - AIR MILES Reward Program,Airmilesshops.ca,SkincareByAlana.com Purchase - New Customer,Advanced Sale,New,26.82,0,0,-4.183,3.218,0.965,Windows 7,Desktop,Firefox,FALSE,Desktop,12119230,,http://www.airmilesshops.ca/shops/airmilesshops/Store?RetailerID=1120772620603&RefererPage=AMS_Store
300092493,3/25/2015 16:32,WhaleShark Media: RetailMeNot.com,RetailMeNot,Skincare By Alana purchase,Advanced Sale,Extended,23.4,0,2.6,-1.002,0.702,0.3,OS X 10.6 Snow Leopard,Desktop,Safari,FALSE,Desktop,12146286,SAVE10CJ,http://www.retailmenot.com/view/skincarebyalana.com
300092481,3/25/2015 15:09,WhaleShark Media: RetailMeNot.com,RetailMeNot,Skincare By Alana purchase,Advanced Sale,Extended,45.9,0,5.1,-1.79,1.377,0.413,Windows,,Mozilla,,,12085311,SAVE10CJ,http://www.retailmenot.com/view/skincarebyalana.com
300092470,3/25/2015 13:25,NextGen Shopping LLC,CouponFollow,Skincare By Alana purchase,Advanced Sale,Extended,81.75,0,27.25,-10.628,8.175,2.453,iOS,iPad,Safari,TRUE,iPad,10832376,BGMD,http://couponfollow.com/site/skincarebyalana.com
300092463,3/25/2015 12:35,Mega Information Technology Limited,SavingStory,Skincare By Alana purchase,Advanced Sale,Extended,56,0,0,-7.28,5.6,1.68,Android,Galaxy S4,Android Webkit,FALSE,SCH-I545,10832376,,http://www.savingstory.com/coupons/skincarebyalana-com/?popcid=1865155
300092463,3/25/2015 12:35,Mega Information Technology Limited,SavingStory,SkincareByAlana.com Purchase - New Customer,Advanced Sale,New,56,0,0,-8.736,6.72,2.016,Android,Galaxy S4,Android Webkit,FALSE,SCH-I545,10832376,,http://www.savingstory.com/coupons/skincarebyalana-com/?popcid=1865155
300092460,3/25/2015 12:24,Coupons.com Incorporated,coupons.com,Skincare By Alana purchase,Advanced Sale,Extended,120.05,0,0,-4.683,3.602,1.081,Windows 7,Desktop,Chrome,FALSE,Desktop,12085311,,http://www.coupons.com/coupon-codes/skincare-by-alana/?ver=alertsignup&utm_expid=87900937-11.0Ha6Ydk
300092447,3/25/2015 10:08,WhaleShark Media: RetailMeNot.com,RetailMeNot,Skincare By Alana purchase,Advanced Sale,Extended,53.1,0,5.9,-2.071,1.593,0.478,Windows 7,,Mozilla,,,12085311,SAVE10CJ,http://www.retailmenot.com/view/skincarebyalana.com
300092437,3/25/2015 9:03,Coupons.com Incorporated,coupons.com,Skincare By Alana purchase,Advanced Sale,Extended,166.32,0,18.48,-6.487,4.99,1.497,OS X,Desktop,Firefox,FALSE,Desktop,12085311,SAVE10CJ,http://www.coupons.com/coupon-codes/skincare-by-alana/?utm_expid=87900937-11.0Ha6YdkUTNiUxHO1p8Ce1Q.
300092430,3/25/2015 8:06,TopCashback (USA) INC,TopCashBack.com,Skincare By Alana purchase,Advanced Sale,Extended,220,0,0,-37.18,28.6,8.58,OS X 10.7 Lion,Desktop,Safari,FALSE,Desktop,10833043,,http://www.topcashback.com/redirect.aspx?mpurl=skincare-by-alana&instant=False&url=http://www.jdoqoc
300092430,3/25/2015 8:06,TopCashback (USA) INC,TopCashBack.com,SkincareByAlana.com Purchase - New Customer,Advanced Sale,New,220,0,0,-37.18,28.6,8.58,OS X 10.7 Lion,Desktop,Safari,FALSE,Desktop,10833043,,http://www.topcashback.com/redirect.aspx?mpurl=skincare-by-alana&instant=False&url=http://www.jdoqoc
300092423,3/25/2015 4:56,PayPal Inc,PayPal Shopping,Skincare By Alana purchase,Advanced Sale,Extended,28.5,0,9.5,-3.705,2.85,0.855,Windows 7,Desktop,Chrome,FALSE,Desktop,12125584,BGMD,
300092422,3/25/2015 4:47,PayPal Inc,PayPal Shopping,Skincare By Alana purchase,Advanced Sale,Extended,76,0,0,-9.88,7.6,2.28,Windows 7,Desktop,Chrome,FALSE,Desktop,12125584,,
300092420,3/24/2015 22:57,PayPal Inc,PayPal Shopping,Skincare By Alana purchase,Advanced Sale,Extended,99.19,0,6.8,-12.895,9.919,2.976,iOS,iPad,Safari,TRUE,iPad,12125565,MH20,
300092418,3/24/2015 21:48,WhaleShark Media: RetailMeNot.com,RetailMeNot,Skincare By Alana purchase,Advanced Sale,Extended,16.2,0,1.8,-0.786,0.486,0.3,Windows 7,Desktop,Chrome,FALSE,Desktop,12085311,SAVE10CJ,http://www.retailmenot.com/view/skincarebyalana.com
300092409,3/24/2015 17:06,WhaleShark Media: RetailMeNot.com,RetailMeNot,Skincare By Alana purchase,Advanced Sale,Extended,176,0,44,-6.864,5.28,1.584,iPhone OS,iPhone,Safari,FALSE,iPhone,10833043,PADDY2,http://m.retailmenot.com/view/skincarebyalana.com
300092397,3/24/2015 14:50,CouponCabin,CouponCabin,Skincare By Alana purchase,Advanced Sale,Extended,42.75,0,4.75,-6.669,5.13,1.539,OS X,Desktop,Safari,FALSE,Desktop,12119230,SAVE10CJ,
300092393,3/24/2015 14:27,MicroWeb Technologies, > Coupon Deals,Skincare By Alana purchase,Advanced Sale,Extended,112.5,0,12.5,-14.625,11.25,3.375,Windows 7,Desktop,Firefox,FALSE,Desktop,12122335,SAVE10CJ,http://www.coupondeals.us/coupons/skincarebyalana.php
300092389,3/24/2015 13:44,WhaleShark Media: RetailMeNot.com,RetailMeNot,Skincare By Alana purchase,Advanced Sale,Extended,23.4,0,2.6,-1.002,0.702,0.3,iPhone OS,iPhone,Safari,FALSE,iPhone,12085311,SAVE10CJ,http://m.retailmenot.com/view/skincarebyalana.com
300092323,3/24/2015 4:16,"Ebates Performance Marketing, Inc.",Ebates.com,Skincare By Alana purchase,Advanced Sale,Extended,65,0,0,-10.14,7.8,2.34,OS X 10.7 Lion,Desktop,Safari,FALSE,Desktop,11600828,GLOCONTOUR,http://www.ebates.com/shopping/ticket/skincarebyalana_12408-xfas?AutoLoginID=l61uYv0SdaB9HtwBNePK7g%
300092323,3/24/2015 4:16,"Ebates Performance Marketing, Inc.",Ebates.com,SkincareByAlana.com Purchase - New Customer,Advanced Sale,New,65,0,0,-10.14,7.8,2.34,OS X 10.7 Lion,Desktop,Safari,FALSE,Desktop,11600828,GLOCONTOUR,http://www.ebates.com/shopping/ticket/skincarebyalana_12408-xfas?AutoLoginID=l61uYv0SdaB9HtwBNePK7g%
300092320,3/24/2015 0:49,Coupons.com Incorporated,coupons.com,Skincare By Alana purchase,Advanced Sale,Extended,27,0,3,-1.11,0.81,0.3,OS X 10.6 Snow Leopard,Desktop,Chrome,FALSE,Desktop,12085311,SAVE10CJ,http://www.coupons.com/coupon-codes/skincare-by-alana/?ver=alertsignup&utm_expid=87900937-11.0Ha6Ydk
300092319,3/23/2015 23:24,WhaleShark Media: RetailMeNot.com,RetailMeNot,Skincare By Alana purchase,Advanced Sale,Extended,162.4,0,40.6,-6.334,4.872,1.462,OS X,Desktop,Chrome,FALSE,Desktop,10833043,PADDY2,http://www.retailmenot.com/view/skincarebyalana.com
300092308,3/23/2015 21:23,WhaleShark Media: RetailMeNot.com,RetailMeNot,Skincare By Alana purchase,Advanced Sale,Extended,44.1,0,4.9,-1.72,1.323,0.397,Windows 7,Desktop,Chrome,FALSE,Desktop,12085311,SAVE10CJ,http://www.retailmenot.com/view/skincarebyalana.com
300092305,3/23/2015 20:57,Shopathome.com,shopathome,Skincare By Alana purchase,Advanced Sale,Extended,91.2,0,22.8,-11.856,9.12,2.736,Windows 7,,Mozilla,,,10833028,GMC2,
300092305,3/23/2015 20:57,Shopathome.com,shopathome,SkincareByAlana.com Purchase - Existing Customer,Advanced Sale,New,91.2,0,22.8,-3.557,2.736,0.821,Windows 7,,Mozilla,,,10833028,GMC2,
300092300,3/23/2015 20:19,Coupons.com Incorporated,coupons.com,Skincare By Alana purchase,Advanced Sale,Extended,45.9,0,8.1,-1.79,1.377,0.413,Windows XP,Desktop,Chrome,FALSE,Desktop,12085311,PADDY1,http://www.coupons.com/coupon-codes/skincare-by-alana/
300092290,3/23/2015 18:49,"Groupon, Inc.",Groupon.com,Skincare By Alana purchase,Advanced Sale,New,13.5,0,1.5,-1.755,1.35,0.405,iOS,iPad,Safari,TRUE,iPad,12125585,SAVE10CJ,https://www.groupon.com/
300092290,3/23/2015 18:49,"Groupon, Inc.",Groupon.com,SkincareByAlana.com Purchase - New Customer,Advanced Sale,Extended,13.5,0,1.5,-2.106,1.62,0.486,iOS,iPad,Safari,TRUE,iPad,12125585,SAVE10CJ,https://www.groupon.com/
300092260,3/23/2015 16:05,Shopathome.com,shopathome,SkincareByAlana.com Purchase - Existing Customer,Advanced Sale,New,116,0,29,-4.524,3.48,1.044,Windows 7,Desktop,Chrome,FALSE,Desktop,12125428,PADDY2,http://www.shopathome.com/popup/interstitialpopup?mid=36978&cid=24771501&pc=8067&ptr=true
300092260,3/23/2015 16:05,Shopathome.com,shopathome,Skincare By Alana purchase,Advanced Sale,Extended,116,0,29,-15.08,11.6,3.48,Windows 7,Desktop,Chrome,FALSE,Desktop,12125428,PADDY2,http://www.shopathome.com/popup/interstitialpopup?mid=36978&cid=24771501&pc=8067&ptr=true
300092239,3/23/2015 13:52,WhaleShark Media: RetailMeNot.com,RetailMeNot,Skincare By Alana purchase,Advanced Sale,Extended,37.8,0,4.2,-1.474,1.134,0.34,Windows 7,Desktop,Chrome,FALSE,Desktop,12085311,SAVE10CJ,http://www.retailmenot.com/view/skincarebyalana.com
300092235,3/23/2015 13:20,Coupons.com Incorporated,coupons.com,Skincare By Alana purchase,Advanced Sale,Extended,30.6,0,5.4,-1.218,0.918,0.3,OS X,Desktop,Safari,FALSE,Desktop,12122335,PADDY1,http://www.coupons.com/coupon-codes/skincare-by-alana/?cid=578436_2&pos=1&utm_expid=87900937-11.0Ha6
300092232,3/23/2015 13:02,Coupons.com Incorporated,coupons.com,Skincare By Alana purchase,Advanced Sale,Extended,55.8,0,6.2,-2.176,1.674,0.502,Windows 7,Desktop,Chrome,FALSE,Desktop,12085311,SAVE10CJ,http://www.coupons.com/coupon-codes/skincare-by-alana/?ver=alertsignup&utm_expid=87900937-11.0Ha6Ydk
300092217,3/23/2015 12:14,Coupons.com Incorporated,coupons.com,Skincare By Alana purchase,Advanced Sale,Extended,15.25,0,1.7,-0.758,0.458,0.3,Windows 7,,Mozilla,,,12085311,SAVE10CJ,http://www.coupons.com/coupon-codes/skincare-by-alana/?utm_expid=87900937-11.0Ha6YdkUTNiUxHO1p8Ce1Q.
300092199,3/23/2015 10:52,WhaleShark Media: RetailMeNot.com,RetailMeNot,Skincare By Alana purchase,Advanced Sale,Extended,59,0,0,-2.301,1.77,0.531,OS X,Desktop,Safari,FALSE,Desktop,12085311,,http://www.retailmenot.com/view/skincarebyalana.com
300092194,3/23/2015 10:12,WhaleShark Media: RetailMeNot.com,RetailMeNot,Skincare By Alana purchase,Advanced Sale,Extended,58.5,0,6.5,-2.282,1.755,0.527,iPhone OS,iPhone,Safari,FALSE,iPhone,12085311,SAVE10CJ,http://m.retailmenot.com/showcoupon/6670068/
300092176,3/23/2015 8:20,"Ebates Performance Marketing, Inc.",Ebates.com,Skincare By Alana purchase,Advanced Sale,New,45.05,0,7.95,-7.028,5.406,1.622,iOS,iPad,Safari,TRUE,iPad,11600828,PADDY1,http://www.ebates.com/skincarebyalana_12408-xfas?category_id=10&navigation_id=10&sourceName=Web-Desk
300092176,3/23/2015 8:20,"Ebates Performance Marketing, Inc.",Ebates.com,SkincareByAlana.com Purchase - New Customer,Advanced Sale,Extended,45.05,0,7.95,-7.028,5.406,1.622,iOS,iPad,Safari,TRUE,iPad,11600828,PADDY1,http://www.ebates.com/skincarebyalana_12408-xfas?category_id=10&navigation_id=10&sourceName=Web-Desk
300092167,3/23/2015 6:37,"Ebates Performance Marketing, Inc.",Ebates.com,Skincare By Alana purchase,Advanced Sale,Extended,50,0,0,-7.8,6,1.8,Windows,,Mozilla,,,12125428,EPKU,http://www.ebates.com/skincarebyalana_12408-xfas?special=11317041&navigation_id=22622&sourceName=Web
300092167,3/23/2015 6:37,"Ebates Performance Marketing, Inc.",Ebates.com,SkincareByAlana.com Purchase - Existing Customer,Advanced Sale,New,50,0,0,-7.8,6,1.8,Windows,,Mozilla,,,12125428,EPKU,http://www.ebates.com/skincarebyalana_12408-xfas?special=11317041&navigation_id=22622&sourceName=Web
300092164,3/23/2015 6:34,WhaleShark Media: RetailMeNot.com,RetailMeNot,Skincare By Alana purchase,Advanced Sale,Extended,22,0,0,-0.96,0.66,0.3,Windows 7,Desktop,Firefox,FALSE,Desktop,12085311,,http://www.retailmenot.com/view/skincarebyalana.com
300092141,3/22/2015 20:15,"Ebates Performance Marketing, Inc.",Ebates.com,SkincareByAlana.com Purchase - Existing Customer,Advanced Sale,New,110.4,0,27.6,-17.222,13.248,3.974,Windows 7,Desktop,IE,FALSE,Desktop,11600828,PADDY2,
300092141,3/22/2015 20:15,"Ebates Performance Marketing, Inc.",Ebates.com,Skincare By Alana purchase,Advanced Sale,Extended,110.4,0,27.6,-17.222,13.248,3.974,Windows 7,Desktop,IE,FALSE,Desktop,11600828,PADDY2,
300092140,3/22/2015 20:02,Coupons.com Incorporated,coupons.com,Skincare By Alana purchase,Advanced Sale,Extended,22.5,0,2.5,-0.975,0.675,0.3,Windows 7,,Mozilla,,,12085311,SAVE10CJ,http://www.coupons.com/coupon-codes/skincare-by-alana/?cid=585317_2&pos=2&utm_expid=87900937-11.0Ha6
